全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
8061,unknown,5501,20-12,16,0.9619353,9,False
8062,unknown,5502,20-12,16,0.96246916,9,False
8063,unknown,5503,20-12,16,0.96059257,9,False
8064,unknown,5504,20-12,16,0.96264106,9,False
8065,unknown,5505,20-12,16,0.9619204,9,False
8066,unknown,5506,20-12,16,0.96288425,9,False
8067,unknown,5507,20-12,16,0.96046,9,False
8068,unknown,5508,20-12,16,0.95997673,9,False
8069,unknown,5509,20-12,16,0.96128684,9,False
8070,unknown,5510,20-12,16,0.9628482,9,False
8071,unknown,5511,20-12,16,0.9626212,9,False
8072,unknown,5512,20-12,16,0.9617894,9,False
8073,unknown,5513,20-12,16,0.96229136,9,False
8074,unknown,5514,20-12,16,0.961016,9,False
8075,unknown,5515,20-12,16,0.9639598,9,False
8076,unknown,5516,20-12,16,0.96252334,9,False
8077,unknown,5517,20-12,16,0.96098334,9,False
8078,unknown,5518,20-12,16,0.959724,9,False
8079,unknown,5519,20-12,16,0.96214753,9,False
8080,unknown,5520,20-12,16,0.96269196,9,False
8081,unknown,5521,20-12,16,0.9628365,9,False
8082,unknown,5522,20-12,16,0.96222025,9,False
8083,unknown,5523,20-12,16,0.96300375,9,False
8084,unknown,5524,20-12,16,0.9633074,9,False
8085,unknown,5525,20-12,16,0.9619329,9,False
8086,unknown,5526,20-12,16,0.9612348,9,False
8087,unknown,5527,20-12,16,0.9631431,9,False
8088,unknown,5528,20-12,16,0.96223986,9,False
8089,unknown,5529,20-12,16,0.96382844,9,False
8090,unknown,5530,20-12,16,0.96115947,9,False
8091,unknown,5531,20-12,16,0.96179557,9,False
8092,unknown,5532,20-12,16,0.96183807,9,False
8093,unknown,5533,20-12,16,0.96232426,9,False
8094,unknown,5534,20-12,16,0.9610735,9,False
8095,unknown,5535,20-12,16,0.9681811,2,False
8096,unknown,5536,20-12,16,0.9610159,9,False
8097,unknown,5537,20-12,16,0.9624481,9,False
8098,unknown,5538,20-12,16,0.9622607,9,False
8099,unknown,5539,20-12,16,0.9624808,9,False
8100,unknown,5540,20-12,16,0.96151763,9,False
8101,unknown,5541,20-12,16,0.96115404,9,False
8102,unknown,5542,20-12,16,0.9607907,9,False
8103,unknown,5543,20-12,16,0.9605463,9,False
8104,unknown,5544,20-12,16,0.96136767,9,False
8105,unknown,5545,20-12,16,0.9621837,9,False
8106,unknown,5546,20-12,16,0.96153843,9,False
8107,unknown,5547,20-12,16,0.96055454,9,False
8108,unknown,5548,20-12,16,0.9624085,9,False
8109,unknown,5549,20-12,16,0.9617151,9,False
8110,unknown,5550,20-12,16,0.9632867,9,False
8111,unknown,5551,20-12,16,0.9612273,9,False
8112,unknown,5552,20-12,16,0.9627553,9,False
8113,unknown,5553,20-12,16,0.96163255,9,False
8114,unknown,5554,20-12,16,0.96155477,9,False
8115,unknown,5555,20-12,16,0.9617781,9,False
8116,unknown,5556,20-12,16,0.96251935,9,False
8117,unknown,5557,20-12,16,0.96157557,9,False
8118,unknown,5558,20-12,16,0.9624451,9,False
8119,unknown,5559,20-12,16,0.9603229,9,False
8120,unknown,5560,20-12,16,0.9628607,9,False
8121,unknown,5561,20-12,16,0.96224225,9,False
8122,unknown,5562,20-12,16,0.963663,9,False
8123,unknown,5563,20-12,16,0.962054,9,False
8124,unknown,5564,20-12,16,0.96169305,9,False
8125,unknown,5565,20-12,16,0.962087,9,False
8126,unknown,5566,20-12,16,0.962816,9,False
8127,unknown,5567,20-12,16,0.9614655,9,False
8128,unknown,5568,20-12,16,0.96274585,9,False
8129,unknown,5569,20-12,16,0.9621414,9,False
8130,unknown,5570,20-12,16,0.96174794,9,False
8131,unknown,5571,20-12,16,0.96081376,9,False
8132,unknown,5572,20-12,16,0.96298856,9,False
8133,unknown,5573,20-12,16,0.9624503,9,False
8134,unknown,5574,20-12,16,0.9620434,9,False
8135,unknown,5575,20-12,16,0.96286124,9,False
8136,unknown,5576,20-12,16,0.960407,9,False
8137,unknown,5577,20-12,16,0.96069115,9,False
8138,unknown,5578,20-12,16,0.9612527,9,False
8139,unknown,5579,20-12,16,0.9622674,9,False
8140,unknown,5580,20-12,16,0.96209,9,False
8141,unknown,5581,20-12,16,0.9626442,9,False
8142,unknown,5582,20-12,16,0.9615977,9,False
8143,unknown,5583,20-12,16,0.96090686,9,False
8144,unknown,5584,20-12,16,0.96185565,9,False
8145,unknown,5585,20-12,16,0.9623532,9,False
8146,unknown,5586,20-12,16,0.96142423,9,False
8147,unknown,5587,20-12,16,0.9622531,9,False
8148,unknown,5588,20-12,16,0.9621952,9,False
8149,unknown,5589,20-12,16,0.96222895,9,False
8150,unknown,5590,20-12,16,0.9608256,9,False
8151,unknown,5591,20-12,16,0.9618548,9,False
8152,unknown,5592,20-12,16,0.96184236,9,False
8153,unknown,5593,20-12,16,0.961429,9,False
8154,unknown,5594,20-12,16,0.9616326,9,False
8155,unknown,5595,20-12,16,0.9616057,9,False
8156,unknown,5596,20-12,16,0.96313506,9,False
8157,unknown,5597,20-12,16,0.96202683,9,False
8158,unknown,5598,20-12,16,0.9616282,9,False
8159,unknown,5599,20-12,16,0.9610937,9,False
8160,unknown,5600,20-15,16,0.9656172,0,False
8161,unknown,5601,20-15,16,0.96591014,0,False
8162,unknown,5602,20-15,16,0.96600074,0,False
8163,unknown,5603,20-15,16,0.9658463,0,False
8164,unknown,5604,20-15,16,0.96560246,0,False
8165,unknown,5605,20-15,16,0.96566796,0,False
8166,unknown,5606,20-15,16,0.9645281,0,False
8167,unknown,5607,20-15,16,0.9661528,0,False
8168,unknown,5608,20-15,16,0.965529,0,False
8169,unknown,5609,20-15,16,0.96585906,0,False
8170,unknown,5610,20-15,16,0.96569043,0,False
8171,unknown,5611,20-15,16,0.96577466,0,False
8172,unknown,5612,20-15,16,0.9658698,0,False
8173,unknown,5613,20-15,16,0.964806,0,False
8174,unknown,5614,20-15,16,0.9658566,0,False
8175,unknown,5615,20-15,16,0.96575755,0,False
8176,unknown,5616,20-15,16,0.9641756,0,False
8177,unknown,5617,20-15,16,0.96540266,0,False
8178,unknown,5618,20-15,16,0.96614873,0,False
8179,unknown,5619,20-15,16,0.96562487,0,False
8180,unknown,5620,20-15,16,0.96583337,0,False
8181,unknown,5621,20-15,16,0.9655387,0,False
8182,unknown,5622,20-15,16,0.9658111,0,False
8183,unknown,5623,20-15,16,0.9657516,0,False
8184,unknown,5624,20-15,16,0.96571577,0,False
8185,unknown,5625,20-15,16,0.96600753,0,False
8186,unknown,5626,20-15,16,0.9658576,0,False
8187,unknown,5627,20-15,16,0.9649606,0,False
8188,unknown,5628,20-15,16,0.9652088,0,False
8189,unknown,5629,20-15,16,0.96434337,0,False
8190,unknown,5630,20-15,16,0.96580607,0,False
8191,unknown,5631,20-15,16,0.9649215,0,False
8192,unknown,5632,20-15,16,0.9654469,0,False
8193,unknown,5633,20-15,16,0.96483445,0,False
8194,unknown,5634,20-15,16,0.9652032,0,False
8195,unknown,5635,20-15,16,0.965315,0,False
8196,unknown,5636,20-15,16,0.9654217,0,False
8197,unknown,5637,20-15,16,0.9647833,0,False
8198,unknown,5638,20-15,16,0.965083,0,False
8199,unknown,5639,20-15,16,0.96571517,0,False
8200,unknown,5640,20-15,16,0.96558666,0,False
8201,unknown,5641,20-15,16,0.96514136,0,False
8202,unknown,5642,20-15,16,0.9657414,0,False
8203,unknown,5643,20-15,16,0.9660899,0,False
8204,unknown,5644,20-15,16,0.9653594,0,False
8205,unknown,5645,20-15,16,0.96518314,0,False
8206,unknown,5646,20-15,16,0.9657614,0,False
8207,unknown,5647,20-15,16,0.9655255,0,False
8208,unknown,5648,20-15,16,0.96552896,0,False
8209,unknown,5649,20-15,16,0.9642713,0,False
8210,unknown,5650,20-15,16,0.9658518,0,False
8211,unknown,5651,20-15,16,0.96610403,0,False
8212,unknown,5652,20-15,16,0.96563876,0,False
8213,unknown,5653,20-15,16,0.96522266,0,False
8214,unknown,5654,20-15,16,0.9659128,0,False
8215,unknown,5655,20-15,16,0.9652038,0,False
8216,unknown,5656,20-15,16,0.96592724,0,False
8217,unknown,5657,20-15,16,0.96580654,0,False
8218,unknown,5658,20-15,16,0.9659872,0,False
8219,unknown,5659,20-15,16,0.9656522,0,False
8220,unknown,5660,20-15,16,0.96561456,0,False
8221,unknown,5661,20-15,16,0.9652781,0,False
8222,unknown,5662,20-15,16,0.9661726,0,False
8223,unknown,5663,20-15,16,0.96498924,0,False
8224,unknown,5664,20-15,16,0.96523076,0,False
8225,unknown,5665,20-15,16,0.9652735,0,False
8226,unknown,5666,20-15,16,0.9657396,0,False
8227,unknown,5667,20-15,16,0.9657593,0,False
8228,unknown,5668,20-15,16,0.9646496,0,False
8229,unknown,5669,20-15,16,0.9650887,0,False
8230,unknown,5670,20-15,16,0.96534514,0,False
8231,unknown,5671,20-15,16,0.9652279,0,False
8232,unknown,5672,20-15,16,0.96561396,0,False
8233,unknown,5673,20-15,16,0.9651401,0,False
8234,unknown,5674,20-15,16,0.9657175,0,False
8235,unknown,5675,20-15,16,0.9657188,0,False
8236,unknown,5676,20-15,16,0.9657576,0,False
8237,unknown,5677,20-15,16,0.9661094,0,False
8238,unknown,5678,20-15,16,0.96610254,0,False
8239,unknown,5679,20-15,16,0.9658977,0,False
8240,unknown,5680,20-15,16,0.9659297,0,False
8241,unknown,5681,20-15,16,0.96603364,0,False
8242,unknown,5682,20-15,16,0.96477515,0,False
8243,unknown,5683,20-15,16,0.96560335,0,False
8244,unknown,5684,20-15,16,0.96600735,0,False
8245,unknown,5685,20-15,16,0.96464276,0,False
8246,unknown,5686,20-15,16,0.964412,0,False
8247,unknown,5687,20-15,16,0.96513605,0,False
8248,unknown,5688,20-15,16,0.9657278,0,False
8249,unknown,5689,20-15,16,0.9654315,0,False
8250,unknown,5690,20-15,16,0.9656087,0,False
8251,unknown,5691,20-15,16,0.9658726,0,False
8252,unknown,5692,20-15,16,0.9651352,0,False
8253,unknown,5693,20-15,16,0.9652896,0,False
8254,unknown,5694,20-15,16,0.9644848,0,False
8255,unknown,5695,20-15,16,0.96586585,0,False
8256,unknown,5696,20-15,16,0.9656126,0,False
8257,unknown,5697,20-15,16,0.9659118,0,False
8258,unknown,5698,20-15,16,0.9656902,0,False
8259,unknown,5699,20-15,16,0.96567804,0,False
8260,unknown,5700,20-15,16,0.96465725,0,False
8261,unknown,5701,20-15,16,0.96589285,0,False
8262,unknown,5702,20-15,16,0.9657305,0,False
8263,unknown,5703,20-15,16,0.9647758,0,False
8264,unknown,5704,20-15,16,0.9646741,0,False
8265,unknown,5705,20-15,16,0.9660262,0,False
8266,unknown,5706,20-15,16,0.96577954,0,False
8267,unknown,5707,20-15,16,0.9655918,0,False
8268,unknown,5708,20-15,16,0.9649133,0,False
8269,unknown,5709,20-15,16,0.9656291,0,False
8270,unknown,5710,20-15,16,0.96442044,0,False
8271,unknown,5711,20-15,16,0.96576494,0,False
8272,unknown,5712,20-15,16,0.9658162,0,False
8273,unknown,5713,20-15,16,0.96580464,0,False
8274,unknown,5714,20-15,16,0.9652099,0,False
8275,unknown,5715,20-15,16,0.96449137,0,False
8276,unknown,5716,20-15,16,0.9658171,0,False
8277,unknown,5717,20-15,16,0.96582174,0,False
8278,unknown,5718,20-15,16,0.96498996,0,False
8279,unknown,5719,20-15,16,0.9656595,0,False
8280,unknown,5720,20-15,16,0.9650712,0,False
8281,unknown,5721,20-15,16,0.96423423,0,False
8282,unknown,5722,20-15,16,0.96587247,0,False
8283,unknown,5723,20-15,16,0.9658979,0,False
8284,unknown,5724,20-15,16,0.96605223,0,False
8285,unknown,5725,20-15,16,0.96459794,0,False
8286,unknown,5726,20-15,16,0.9658021,0,False
8287,unknown,5727,20-15,16,0.96469957,0,False
8288,unknown,5728,20-15,16,0.9656788,0,False
8289,unknown,5729,20-15,16,0.9658187,0,False
8290,unknown,5730,20-15,16,0.96467793,0,False
8291,unknown,5731,20-15,16,0.9657092,0,False
8292,unknown,5732,20-15,16,0.9657985,0,False
8293,unknown,5733,20-15,16,0.9652591,0,False
8294,unknown,5734,20-15,16,0.9658231,0,False
8295,unknown,5735,20-15,16,0.9645238,0,False
8296,unknown,5736,20-15,16,0.96528965,0,False
8297,unknown,5737,20-15,16,0.9658857,0,False
8298,unknown,5738,20-15,16,0.96541476,0,False
8299,unknown,5739,20-15,16,0.9650629,0,False
8300,unknown,5740,20-15,16,0.9657567,0,False
8301,unknown,5741,20-15,16,0.9647801,0,False
8302,unknown,5742,20-15,16,0.9657499,0,False
8303,unknown,5743,20-15,16,0.96570706,0,False
8304,unknown,5744,20-15,16,0.9646085,0,False
8305,unknown,5745,20-15,16,0.9657965,0,False
8306,unknown,5746,20-15,16,0.965122,0,False
8307,unknown,5747,20-15,16,0.9642042,0,False
8308,unknown,5748,20-15,16,0.9657383,0,False
8309,unknown,5749,20-15,16,0.96558744,0,False
8310,unknown,5750,20-15,16,0.9649155,0,False
8311,unknown,5751,20-15,16,0.9649628,0,False
8312,unknown,5752,20-15,16,0.9647267,0,False
8313,unknown,5753,20-15,16,0.9657579,0,False
8314,unknown,5754,20-15,16,0.9649697,0,False
8315,unknown,5755,20-15,16,0.96577847,0,False
8316,unknown,5756,20-15,16,0.9654308,0,False
8317,unknown,5757,20-15,16,0.9658165,0,False
8318,unknown,5758,20-15,16,0.9661386,0,False
8319,unknown,5759,20-15,16,0.9660748,0,False
8320,unknown,5760,20-15,16,0.9659022,0,False
8321,unknown,5761,20-15,16,0.9657028,0,False
8322,unknown,5762,20-15,16,0.96572816,0,False
8323,unknown,5763,20-15,16,0.965034,0,False
8324,unknown,5764,20-15,16,0.96438754,0,False
8325,unknown,5765,20-15,16,0.96435946,0,False
8326,unknown,5766,20-15,16,0.9660236,0,False
8327,unknown,5767,20-15,16,0.9647946,0,False
8328,unknown,5768,20-15,16,0.96604186,0,False
8329,unknown,5769,20-15,16,0.9659911,0,False
8330,unknown,5770,20-15,16,0.9640096,0,False
8331,unknown,5771,20-15,16,0.9654312,0,False
8332,unknown,5772,20-15,16,0.9650685,0,False
8333,unknown,5773,20-15,16,0.9657521,0,False
8334,unknown,5774,20-15,16,0.96529573,0,False
8335,unknown,5775,20-15,16,0.9656714,0,False
8336,unknown,5776,20-15,16,0.96615136,0,False
8337,unknown,5777,20-15,16,0.96579385,0,False
8338,unknown,5778,20-15,16,0.9660236,0,False
8339,unknown,5779,20-15,16,0.96539223,0,False
8340,unknown,5780,20-15,16,0.96477234,0,False
8341,unknown,5781,20-15,16,0.96548015,0,False
8342,unknown,5782,20-15,16,0.9644775,0,False
8343,unknown,5783,20-15,16,0.9656943,0,False
8344,unknown,5784,20-15,16,0.96573305,0,False
8345,unknown,5785,20-15,16,0.9655323,0,False
8346,unknown,5786,20-15,16,0.96579796,0,False
8347,unknown,5787,20-15,16,0.9653083,0,False
8348,unknown,5788,20-15,16,0.9656372,0,False
8349,unknown,5789,20-15,16,0.9659689,0,False
8350,unknown,5790,20-15,16,0.9646473,0,False
8351,unknown,5791,20-15,16,0.9660357,0,False
8352,unknown,5792,20-15,16,0.96591794,0,False
8353,unknown,5793,20-15,16,0.9650636,0,False
8354,unknown,5794,20-15,16,0.96572113,0,False
8355,unknown,5795,20-15,16,0.96597475,0,False
8356,unknown,5796,20-15,16,0.9645264,0,False
8357,unknown,5797,20-15,16,0.96609074,0,False
8358,unknown,5798,20-15,16,0.9654365,0,False
8359,unknown,5799,20-15,16,0.96563196,0,False
8360,unknown,5800,20-15,16,0.9656206,0,False
8361,unknown,5801,20-15,16,0.96574616,0,False
8362,unknown,5802,20-15,16,0.96584904,0,False
8363,unknown,5803,20-15,16,0.964925,0,False
8364,unknown,5804,20-15,16,0.96515244,0,False
8365,unknown,5805,20-15,16,0.96583545,0,False
8366,unknown,5806,20-15,16,0.96595,0,False
8367,unknown,5807,20-15,16,0.9653284,0,False
8368,unknown,5808,20-15,16,0.96578646,0,False
8369,unknown,5809,20-15,16,0.9646606,0,False
8370,unknown,5810,20-15,16,0.9659686,0,False
8371,unknown,5811,20-15,16,0.9647797,0,False
8372,unknown,5812,20-15,16,0.96474016,0,False
8373,unknown,5813,20-15,16,0.96480757,0,False
8374,unknown,5814,20-15,16,0.9661989,0,False
8375,unknown,5815,20-15,16,0.9659052,0,False
8376,unknown,5816,20-15,16,0.9660824,0,False
8377,unknown,5817,20-15,16,0.96606237,0,False
8378,unknown,5818,20-15,16,0.9653039,0,False
8379,unknown,5819,20-15,16,0.9657004,0,False
8380,unknown,5820,20-15,16,0.9657016,0,False
8381,unknown,5821,20-15,16,0.96576995,0,False
8382,unknown,5822,20-15,16,0.96596545,0,False
8383,unknown,5823,20-15,16,0.96542776,0,False
8384,unknown,5824,20-15,16,0.9658494,0,False
8385,unknown,5825,20-15,16,0.9658032,0,False
8386,unknown,5826,20-15,16,0.96512914,0,False
8387,unknown,5827,20-15,16,0.9642923,0,False
8388,unknown,5828,20-15,16,0.96556103,0,False
8389,unknown,5829,20-15,16,0.9650273,0,False
8390,unknown,5830,20-15,16,0.9658611,0,False
8391,unknown,5831,20-15,16,0.96561617,0,False
8392,unknown,5832,20-15,16,0.96580845,0,False
8393,unknown,5833,20-15,16,0.9655714,0,False
8394,unknown,5834,20-15,16,0.9660152,0,False
8395,unknown,5835,20-15,16,0.9658592,0,False
8396,unknown,5836,20-15,16,0.964357,0,False
8397,unknown,5837,20-15,16,0.9650028,0,False
8398,unknown,5838,20-15,16,0.96559054,0,False
8399,unknown,5839,20-15,16,0.9659678,0,False
8400,unknown,5840,20-15,16,0.9644394,0,False
8401,unknown,5841,20-15,16,0.96526384,0,False
8402,unknown,5842,20-15,16,0.9661019,0,False
8403,unknown,5843,20-15,16,0.96583855,0,False
8404,unknown,5844,20-15,16,0.96601063,0,False
8405,unknown,5845,20-15,16,0.9659133,0,False
8406,unknown,5846,20-15,16,0.9661053,0,False
8407,unknown,5847,20-15,16,0.9645207,0,False
8408,unknown,5848,20-15,16,0.96530944,0,False
8409,unknown,5849,20-15,16,0.96477926,0,False
8410,unknown,5850,20-15,16,0.96589386,0,False
8411,unknown,5851,20-15,16,0.9647259,0,False
8412,unknown,5852,20-15,16,0.966094,0,False
8413,unknown,5853,20-15,16,0.9652457,0,False
8414,unknown,5854,20-15,16,0.96589696,0,False
8415,unknown,5855,20-15,16,0.9656063,0,False
8416,unknown,5856,20-15,16,0.96567315,0,False
8417,unknown,5857,20-15,16,0.9656816,0,False
8418,unknown,5858,20-15,16,0.9657407,0,False
8419,unknown,5859,20-15,16,0.96586514,0,False
8420,unknown,5860,20-15,16,0.9659731,0,False
8421,unknown,5861,20-15,16,0.9658248,0,False
8422,unknown,5862,20-15,16,0.96562093,0,False
8423,unknown,5863,20-15,16,0.96574163,0,False
8424,unknown,5864,20-15,16,0.96601117,0,False
8425,unknown,5865,20-15,16,0.965403,0,False
8426,unknown,5866,20-15,16,0.9653273,0,False
8427,unknown,5867,20-15,16,0.96523947,0,False
8428,unknown,5868,20-15,16,0.96412915,0,False
8429,unknown,5869,20-15,16,0.9661339,0,False
8430,unknown,5870,20-15,16,0.96578825,0,False
8431,unknown,5871,20-15,16,0.96507955,0,False
8432,unknown,5872,20-15,16,0.964643,0,False
8433,unknown,5873,20-15,16,0.96551067,0,False
8434,unknown,5874,20-15,16,0.96577144,0,False
8435,unknown,5875,20-15,16,0.96571916,0,False
8436,unknown,5876,20-15,16,0.965857,0,False
8437,unknown,5877,20-15,16,0.9660361,0,False
8438,unknown,5878,20-15,16,0.9658461,0,False
8439,unknown,5879,20-15,16,0.96502185,0,False
8440,unknown,5880,20-15,16,0.9659181,0,False
8441,unknown,5881,20-15,16,0.9652895,0,False
8442,unknown,5882,20-15,16,0.9641137,0,False
8443,unknown,5883,20-15,16,0.9654861,0,False
8444,unknown,5884,20-15,16,0.9648459,0,False
8445,unknown,5885,20-15,16,0.9657596,0,False
8446,unknown,5886,20-15,16,0.96617675,0,False
8447,unknown,5887,20-15,16,0.9659537,0,False
8448,unknown,5888,20-15,16,0.965605,0,False
8449,unknown,5889,20-15,16,0.9661612,0,False
8450,unknown,5890,20-15,16,0.9658811,0,False
8451,unknown,5891,20-15,16,0.96598876,0,False
8452,unknown,5892,20-15,16,0.9658007,0,False
8453,unknown,5893,20-15,16,0.96529293,0,False
8454,unknown,5894,20-15,16,0.9647587,0,False
8455,unknown,5895,20-15,16,0.965802,0,False
8456,unknown,5896,20-15,16,0.9660671,0,False
8457,unknown,5897,20-15,16,0.9657208,0,False
8458,unknown,5898,20-15,16,0.9650694,0,False
8459,unknown,5899,20-15,16,0.9659314,0,False
8460,unknown,5900,20-15,16,0.9657409,0,False
8461,unknown,5901,20-15,16,0.9656681,0,False
8462,unknown,5902,20-15,16,0.96609646,0,False
8463,unknown,5903,20-15,16,0.964424,0,False
8464,unknown,5904,20-15,16,0.965671,0,False
8465,unknown,5905,20-15,16,0.96446353,0,False
8466,unknown,5906,20-15,16,0.964723,0,False
8467,unknown,5907,20-15,16,0.96586335,0,False
8468,unknown,5908,20-15,16,0.9656793,0,False
8469,unknown,5909,20-15,16,0.9656562,0,False
8470,unknown,5910,20-15,16,0.9659846,0,False
8471,unknown,5911,20-15,16,0.9642428,0,False
8472,unknown,5912,20-15,16,0.96479654,0,False
8473,unknown,5913,20-15,16,0.96593463,0,False
8474,unknown,5914,20-15,16,0.9658957,0,False
8475,unknown,5915,20-15,16,0.9661021,0,False
8476,unknown,5916,20-15,16,0.9643989,0,False
8477,unknown,5917,20-15,16,0.9656594,0,False
8478,unknown,5918,20-15,16,0.9655124,0,False
8479,unknown,5919,20-15,16,0.9658247,0,False
8480,unknown,5920,20-15,16,0.9653697,0,False
8481,unknown,5921,20-15,16,0.9654443,0,False
8482,unknown,5922,20-15,16,0.965338,0,False
8483,unknown,5923,20-15,16,0.9654466,0,False
8484,unknown,5924,20-15,16,0.9649054,0,False
8485,unknown,5925,20-15,16,0.9641409,0,False
8486,unknown,5926,20-15,16,0.9636247,0,False
8487,unknown,5927,20-15,16,0.9654345,0,False
8488,unknown,5928,20-15,16,0.96592784,0,False
8489,unknown,5929,20-15,16,0.965529,0,False
8490,unknown,5930,20-15,16,0.96465945,0,False
8491,unknown,5931,20-15,16,0.9656903,0,False
8492,unknown,5932,20-15,16,0.9657758,0,False
8493,unknown,5933,20-15,16,0.96569145,0,False
8494,unknown,5934,20-15,16,0.96587837,0,False
8495,unknown,5935,20-15,16,0.96524525,0,False
8496,unknown,5936,20-15,16,0.96571267,0,False
8497,unknown,5937,20-15,16,0.96577466,0,False
8498,unknown,5938,20-15,16,0.96591616,0,False
8499,unknown,5939,20-15,16,0.9650035,0,False
8500,unknown,5940,20-15,16,0.96573114,0,False
8501,unknown,5941,20-15,16,0.9653457,0,False
8502,unknown,5942,20-15,16,0.96501446,0,False
8503,unknown,5943,20-15,16,0.96591145,0,False
8504,unknown,5944,20-15,16,0.9661411,0,False
8505,unknown,5945,20-15,16,0.9640001,0,False
8506,unknown,5946,20-15,16,0.9657949,0,False
8507,unknown,5947,20-15,16,0.9658216,0,False
8508,unknown,5948,20-15,16,0.96601903,0,False
8509,unknown,5949,20-15,16,0.96590084,0,False
8510,unknown,5950,20-15,16,0.96444255,0,False
8511,unknown,5951,20-15,16,0.96590024,0,False
8512,unknown,5952,20-15,16,0.9658094,0,False
8513,unknown,5953,20-15,16,0.9647179,0,False
8514,unknown,5954,20-15,16,0.96590334,0,False
8515,unknown,5955,20-15,16,0.96567166,0,False
8516,unknown,5956,20-15,16,0.96616256,0,False
8517,unknown,5957,20-15,16,0.9651146,0,False
8518,unknown,5958,20-15,16,0.966067,0,False
8519,unknown,5959,20-15,16,0.96469307,0,False
8520,unknown,5960,20-15,16,0.96583563,0,False
8521,unknown,5961,20-15,16,0.9659666,0,False
8522,unknown,5962,20-15,16,0.9657649,0,False
8523,unknown,5963,20-15,16,0.9659991,0,False
8524,unknown,5964,20-15,16,0.96578026,0,False
8525,unknown,5965,20-15,16,0.96549803,0,False
8526,unknown,5966,20-15,16,0.9654814,0,False
8527,unknown,5967,20-15,16,0.9657507,0,False
8528,unknown,5968,20-15,16,0.9653865,0,False
8529,unknown,5969,20-15,16,0.9650493,0,False
8530,unknown,5970,20-15,16,0.9660591,0,False
8531,unknown,5971,20-15,16,0.9658066,0,False
8532,unknown,5972,20-15,16,0.9660579,0,False
8533,unknown,5973,20-15,16,0.96575433,0,False
8534,unknown,5974,20-15,16,0.965622,0,False
8535,unknown,5975,20-15,16,0.96575165,0,False
8536,unknown,5976,20-15,16,0.9656484,0,False
8537,unknown,5977,20-15,16,0.96595937,0,False
8538,unknown,5978,20-15,16,0.96543485,0,False
8539,unknown,5979,20-15,16,0.96595675,0,False
8540,unknown,5980,20-15,16,0.9650765,0,False
8541,unknown,5981,20-15,16,0.9660088,0,False
8542,unknown,5982,20-15,16,0.9639499,0,False
8543,unknown,5983,20-15,16,0.9657393,0,False
8544,unknown,5984,20-15,16,0.96539533,0,False
8545,unknown,5985,20-15,16,0.9641391,0,False
8546,unknown,5986,20-15,16,0.965428,0,False
8547,unknown,5987,20-15,16,0.9649542,0,False
8548,unknown,5988,20-15,16,0.96514297,0,False
8549,unknown,5989,20-15,16,0.9658936,0,False
8550,unknown,5990,20-15,16,0.9653993,0,False
8551,unknown,5991,20-15,16,0.9658488,0,False
8552,unknown,5992,20-15,16,0.965847,0,False
8553,unknown,5993,20-15,16,0.96584463,0,False
8554,unknown,5994,20-15,16,0.9661392,0,False
8555,unknown,5995,20-15,16,0.9654777,0,False
8556,unknown,5996,20-15,16,0.96605587,0,False
8557,unknown,5997,20-15,16,0.9644811,0,False
8558,unknown,5998,20-15,16,0.9655828,0,False
8559,unknown,5999,20-15,16,0.96462727,0,False
8560,unknown,6000,20-15,16,0.9655515,0,False
8561,unknown,6001,20-15,16,0.9654005,0,False
8562,unknown,6002,20-15,16,0.9656957,0,False
8563,unknown,6003,20-15,16,0.96522784,0,False
8564,unknown,6004,20-15,16,0.965819,0,False
8565,unknown,6005,20-15,16,0.9658046,0,False
8566,unknown,6006,20-15,16,0.9659193,0,False
8567,unknown,6007,20-15,16,0.9646303,0,False
8568,unknown,6008,20-15,16,0.9657869,0,False
8569,unknown,6009,20-15,16,0.9641199,0,False
8570,unknown,6010,20-15,16,0.9653024,0,False
8571,unknown,6011,20-15,16,0.9659077,0,False
8572,unknown,6012,20-15,16,0.9647495,0,False
8573,unknown,6013,20-15,16,0.96562845,0,False
8574,unknown,6014,20-15,16,0.9660103,0,False
8575,unknown,6015,20-15,16,0.9653507,0,False
8576,unknown,6016,20-15,16,0.96604383,0,False
8577,unknown,6017,20-15,16,0.96589977,0,False
8578,unknown,6018,20-15,16,0.96578676,0,False
8579,unknown,6019,20-15,16,0.9657524,0,False
8580,unknown,6020,20-15,16,0.9657735,0,False
8581,unknown,6021,20-15,16,0.96513546,0,False
8582,unknown,6022,20-15,16,0.9651338,0,False
8583,unknown,6023,20-15,16,0.9648738,0,False
8584,unknown,6024,20-15,16,0.9658014,0,False
8585,unknown,6025,20-15,16,0.96560305,0,False
8586,unknown,6026,20-15,16,0.96472645,0,False
8587,unknown,6027,20-15,16,0.9655775,0,False
8588,unknown,6028,20-15,16,0.9646026,0,False
8589,unknown,6029,20-15,16,0.9648251,0,False
8590,unknown,6030,20-15,16,0.96578705,0,False
8591,unknown,6031,20-15,16,0.966106,0,False
8592,unknown,6032,20-15,16,0.96605635,0,False
8593,unknown,6033,20-15,16,0.96544397,0,False
8594,unknown,6034,20-15,16,0.96563023,0,False
8595,unknown,6035,20-15,16,0.96463567,0,False
8596,unknown,6036,20-15,16,0.96569574,0,False
8597,unknown,6037,20-15,16,0.9645072,0,False
